article_number,doi,title,authors,publication_year,publication_date,publication_title,content_type,publisher,abstract,author_terms,ieee_terms,dynamic_index_terms,conference_location,conference_dates,volume,issue,start_page,end_page,isbn,issn,access_type,citing_paper_count,citing_patent_count,download_count,html_url,pdf_url,abstract_url
11618390,10.1109/JOE.2026.3708352,Enhanced I-AUV Manipulation Capabilities Using Multicamera Perception and LLM-Based Interaction,Salvador López-Barajas; Alejandro Solis; Raúl Marín; Pedro J. Sanz,2026,,IEEE Journal of Oceanic Engineering,Early Access Articles,IEEE,"Inspection, Maintenance, and Repair tasks on underwater structures are risky, costly, and complex, typically requiring professional divers or remotely operated vehicles. This work presents a framework for autonomous object grasping without relying on visual markers such as ArUco tags. The proposed solution uses an Intervention Autonomous Underwater Vehicle equipped with a multicamera system and a deep learning vision module. The neural network model was trained with images of target objects captured in simulation and dry environments rather than underwater conditions. Using these pretrained networks, the robot can accurately detect and grasp objects underwater despite the differences between training and operational environments. The framework also integrates a natural language processing module powered by a Large Language Model within the Robot Operating System (ROS) through ChatGPT’s API. This enables intuitive human–robot interaction, allowing operators to issue manipulation commands in natural language specifying target objects. The ROS-based intelligent agent interprets these commands and launches the autonomous behaviors required for precise grasping tasks. Experiments conducted in simulation and controlled water tank environments demonstrate the effectiveness and adaptability of the proposed system for underwater manipulation.",Automatic control; autonomous underwater vehicles (AUVs); Intervention Autonomous Underwater Vehicle (I-AUV); perception; underwater manipulation,End effectors; Grasping; Cameras; Robots; Arm; Modeling; Natural languages; Joints; Large language models; Distance measurement,Kinematic; Natural Language; Angular Velocity; Rotational Velocity; Simulation Environment; Position Error; Linear Velocity; Human-robot Interaction; Steady-state Error; Stereo Camera; Robot Operating System; Orientation Error; Autonomous Underwater Vehicles; Revolute Joints; Pin Joints; Remotely Operated Vehicle; Proportional-derivative Control; Unmanned Underwater Vehicles; Underwater Robots; Unit Quaternion; Target Pose; Velocity Commands; Plecoptera; Stoneflies; Euler Angles; Perception Module; Senior Members; Target Object; Depth Images; Dry Environments; Underwater Image; Robot State; Robot Manipulator,,,PP,99,1,11,,2373-7786,CCBY - IEEE is not the copyright holder of this material. Please follow the instructions via https://creativecommons.org/licenses/by/4.0/ to obtain full-text articles and stipulations in the API documentation.,0,0,36,https://ieeexplore.ieee.org/document/11618390/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11618390,https://ieeexplore.ieee.org/document/11618390/
11618746,10.1109/TMECH.2026.3709344,Grasp Prediction for Pneumatic Soft Hands via Proprioceptive Sensing,Kehan Ding; Ruichen Zhen; Ming Cheng; Li Jiang,2026,,IEEE/ASME Transactions on Mechatronics,Early Access Articles,IEEE,"Although grasp prediction is well-established for rigid robotic hands, it remains particularly challenging for pneumatic soft hands due to their high compliance, nonlinear actuation, and limited sensing capabilities. To address these challenges, an integrated hardware-algorithm method is developed that leverages proprioceptive signals captured during a prelift interaction phase. A multichannel, IMU-based modular sensing system is embedded in each finger to capture joint orientation and acceleration in real time during grasp attempts. The Soft-hand Fusion Attention Network (SoftFA-Net), a lightweight multimodal model, is designed to fuse pressure, acceleration, and orientation signals, and to adaptively emphasize informative temporal segments, sensing modalities, and feature channels via a hierarchical attention mechanism. Experimental results show that the method achieves 92.9% accuracy (macro-F1 92.0%) on seen objects and yields 88.6% accuracy (macro-F1 89.0%) on unseen objects. It is further deployed in an online grasping task, enabling iterative refinement of the grasping strategy based on prediction feedback. This work provides a practical and extensible solution for pneumatic soft hand grasp prediction, laying the groundwork for future real-time multimodal sensing integration in complex manipulation tasks.",Attention-based network; grasp prediction; pneumatic soft hand; proprioceptive sensing,Grasping; Hands; Modeling; Propioception; Fingers; Joints; Robots; Testing; Visualization; Timing,Sensory Systems; Attention Mechanism; Multi-head Attention; Channel Information; Pressure Signals; Acceleration Signal; Robotic Hand; Proprioceptive Signals; Unseen Objects; Training Set; Actuator; Inertial Measurement Unit; Inertial Sensors; Tactile Sensor; Haptic Perception; Global Average Pooling; Euler Angles; Attention Weights; Soft Robots; Failure Analysis; Acceleration Data; Central Board; Proximal Interphalangeal; Proximal Interphalangeal Joints; Temporal Attention; Multimodal Learning; Multimodal Deep Learning; Failure Recovery; Adaptive Adjustment; Classification Head; Orientation Estimation; Macro F1 Score; Mechanical Engineering; Finger Joints,,,PP,99,1,12,,1941-014X,LOCKED,0,0,47,https://ieeexplore.ieee.org/document/11618746/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11618746,https://ieeexplore.ieee.org/document/11618746/
11619535,10.1109/RAP.2026.3716202,MEVION: Low-Cost Open-Source Data Collection System for Powerful and High-Speed Dual-Arm Manipulation,Kento Kawaharazuka; Yoshiki Obinata; Hirokazu Ishida; Jihoon Oh; Temma Suzuki; Shintaro Inoue; Keita Yoneda; Ayumu Iwata; Kei Okada,2026,2026,IEEE Robotics and Automation Practice,Journals,IEEE,"The global competition for developing robotic foundation models is intensifying. Among the data collection systems used for dual-arm robots, ALOHA is representative of being low-cost and open-source, and is widely adopted by researchers as a de facto standard. However, due to its limited ability to generate high forces and speeds, it is difficult to handle heavy objects or perform fast manipulations. To address this, we developed MEVION, a low-cost and open-source dual-arm robot data collection system capable of generating greater force and speed. All parts of this robot can be sourced through e-commerce, and by extensively utilizing sheet metal welding, its large body structure is constructed with a small number of components at low cost, while also simplifying assembly. MEVION is equipped with four 6-DoF arms with parallel grippers. Each arm weighs 7.0 kg and has a maximum torque of 60 Nm, and the entire system can be constructed for about USD 14 000. The elbow joint adopts a closed-link mechanism similar to those used in quadruped robots, which reduces the distal mass and enables higher force and speed output at the end-effector. We demonstrate that MEVION enables data collection for object manipulation tasks not previously possible and supports imitation learning-based motion generation. All hardware and software of this work are available at https://github.com/haraduka/mevion.",Bimanual manipulation; hardware-software integration in robotics; learning from experience,Robots; Arm; Costing; Costs; Metals; Hands; Joints; Joining processes; Data collection; Shoulder,Open Data; Open-source Data; Data Collection System; Low-cost System; Open-source System; Low-cost Data; Open-source Data Collection; Low Cost; Large Structures; Greater Force; Maximum Torque; Elbow Joint; Force Output; Yield Force; Greater Speed; Heavy Objects; Motion Generation; Quadruped Robot; Shoulder; Maximum Speed; Complex Shapes; Aluminium Alloy; Al Alloy; Imitation Learning; Metal Components,,,1,,144,148,,2995-4304,LOCKED,0,0,9,https://ieeexplore.ieee.org/document/11619535/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11619535,https://ieeexplore.ieee.org/document/11619535/
11624726,10.1109/ICCMC69250.2026.11624726,"Machine Learning as Healthcare Catalyst for Data, Infrastructure, and Impact Assessment",Siddharth Goswami; Sachin Sharma; Piyush Agarwal,2026,8-10 July 2026,2026 9th International Conference on Computing Methodologies and Communication (ICCMC),Conferences,IEEE,"Machine learning (ML) has been recognized as a general-purpose technology (GPT) that profoundly transforms healthcare infrastructure, clinical practice and biomedical research. This article examines the diffusion patterns of machine learning (ML) in radiology, pathology, genomics, intensive care unit (ICU) operations, and hospital management systems, emphasizing the socio-technical aspects of implementation and the concurrent evolution of clinical and research applications. We show that ML is not just a set of algorithms, but an infrastructural technology that needs systematic changes to the way organizations are set up, data is standardized, and the workforce is changed. We do this by using evidence from patents, publications, and health-system deployments. We identify three critical dimensions: (1) technical infrastructure development enabling data integration across modalities; (2) organizational and regulatory frameworks facilitating responsible deployment; (3) the convergence of biomedical research and clinical operations through multi-omics and imaging integration. Our examination of over 300 publications and patent landscapes disclosing ML applications has led to the identifying of exponential growth with adoption patterns reflecting institutional capacity, regulatory environment, and capital investment. The paper argues that grasping ML as a GPT entails going beyond model performance metrics to explore ways in which ML restructures healthcare ecosystems at technical, organizational, and social levels. The study forms the base for the design of equitable and sustainable ML implementations capable of realizing clinical benefits while managing risks related to increasingly automated decision-making in healthcare.",machine learning; general-purpose technology; healthcare infrastructure; biomedical informatics; clinical decision support; precision medicine,Machine learning; Modeling; Medical services; Machining; Technology; Pathology; Printing; Genomics; Tumors; Radiology,Machine Learning; Clinical Application; Intensive Care Unit; Data Integration; Biomedical Research; Machine Learning Applications; Technological Infrastructure; Healthcare Decision-making; Health Care Decision Makers; Model Performance Metrics; Deep Learning; Electronic Health Records; Electronic Medical Records; Convolutional Neural Network; Precision Medicine; Personalized Medicine; Cloud Computing; Cloud Storage; Cloud-based; Cloud Server; Transfer Learning; Spillover Effects; Tumor-infiltrating Lymphocytes; Genetic Risk Score; Polygenic Scores; Polygenic Risk Scores; Use Of Machine Learning; Utilizing Machine Learning; Foundation Model; Data Governance; Multimodal Learning; Multimodal Deep Learning; Computational Infrastructure; Multi-party Computation; Secure Multiparty Computation; Secure Computation; Tumor Mutational Burden; Multisensory Integration; Multimodal Integration; Digital Pathology; Whole Slide Images; Algorithmic Bias; Algorithmic Discrimination; Face Recognition Bias; Federated Learning,"Erode, India",8-10 July 2026,,,1670,1675,979-8-3315-4720-2,,LOCKED,0,0,2,https://ieeexplore.ieee.org/document/11624726/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11624726,https://ieeexplore.ieee.org/document/11624726/
11626668,10.1109/UR69537.2026.11626668,"Robust Assistive Mobile Manipulation via Structured LLM Programs, Confirmation Loops, and Hierarchical Skill Recovery *",Trung Minh Bui; Youngouk Kim; Jongsul Moon; Min-Young Cho; Myeongin Seo; Dongin Shin,2026,15-18 July 2026,2026 23rd International Conference on Ubiquitous Robots (UR),Conferences,IEEE,"Assistive mobile manipulators must operate reliably in cluttered home environments while remaining accessible to users with limited mobility or visual impairments. Large language model (LLM)–based planners enable flexible interpretation of natural language instructions; however, purely sequential action generation often results in ambiguous grounding, omission of critical intermediate steps, and unsafe execution under uncertainty.We present an enhanced Mobile Assistive Robotic System (MARS) that integrates voice-centric remote interaction with structured task management and fault-tolerant execution. The system comprises: (i) a web-based, voice-first user interface employing a WebRTC bridge for cross-device access; (ii) an LLM-driven Task Manager that converts user commands into structured program representations and employs clarification and confirmation loops for underspecified or safety-critical actions; and (iii) a hierarchical Skill Controller with explicit precondition checks and automated retry mechanisms.Empirical evaluation on a physical mobile manipulator in a mock apartment testbed (200 trials per configuration) shows that the enhanced MARS achieves a 92% task success rate, outperforming a baseline system (78%) and substantially reducing failures due to ambiguous intent and transient perception or manipulation errors. A user study with 50 participants with visual impairments further indicates that voice-centric interaction with confirmation prompts improves system accessibility and perceived transparency.",,,,"Ibaraki, Osaka, Japan",15-18 July 2026,,,376,383,979-8-3195-4208-3,,LOCKED,0,0,2,https://ieeexplore.ieee.org/document/11626668/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11626668,https://ieeexplore.ieee.org/document/11626668/
11626685,10.1109/UR69537.2026.11626685,Voice-Controlled Robotic Arm System for Tabletop Manipulation via Large Language Model and 3D Vision,Supakorn Thavornvong; Anapat Kitsommart; Mahannop Thabua; Chutiya Thanaluck; Sumeth Yuenyong,2026,15-18 July 2026,2026 23rd International Conference on Ubiquitous Robots (UR),Conferences,IEEE,"Natural language interfaces can lower the expertise barrier for operating robotic manipulators by allowing users to express goals in everyday speech. This paper presents RANLP-Arm, a modular bilingual voice-to-manipulation system that converts spoken Thai or English instructions into real-time robotic arm actions for tabletop pick-and-place tasks. The system integrates Gemini-based live voice interaction with function calling, stereo 3D object perception and segmentation, persistent object tracking with EMA smoothing and coordinate locking, camera-to-robot calibration with optional IDW residual correction, and TCP/IP robot control in a unified Python architecture for real-time operation. We evaluate the system on a physical robot using 100 pick-and-place trials and 40 bilingual voice-commanded trials. The affine calibration model achieves a mean correspondence error of 3.72 mm on 13 calibration points, while end-to-end experiments achieve 82.0% task completion, 100.0% intent recognition, and 95.0% voice-to-task success. All observed failures were caused by grasp instability rather than language understanding, perception, or calibration errors. These results show that bilingual voice-driven manipulation is practical for tabletop pick-and-place, while the main remaining limitation lies in end-effector robustness.",,,,"Ibaraki, Osaka, Japan",15-18 July 2026,,,15,20,979-8-3195-4208-3,,LOCKED,0,0,2,https://ieeexplore.ieee.org/document/11626685/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11626685,https://ieeexplore.ieee.org/document/11626685/
11626720,10.1109/UR69537.2026.11626720,Generation of Object Alignment Behavior Based on VLM Proposal and Verification Considering a Human-Robot Collaboration Interface,Shunki Sonohara; Yasuyuki Fujii; Yoshiki Mori; Nobutaka Shimada,2026,15-18 July 2026,2026 23rd International Conference on Ubiquitous Robots (UR),Conferences,IEEE,"Vision-Language Model (VLM)-based task planning for robotics has gained significant attention due to its contextual understanding capabilities, enabling adaptation to dynamic environments and autonomous action generation. However, relying solely on standard images and natural language makes it difficult for VLMs to grasp the geometric structure of a space, causing a problem where accurate target coordinates cannot be inferred in tasks requiring high spatial precision, such as collision avoidance and systematic alignment. Therefore, this study constructs a system that infers an alignment policy from preceding human actions, and formulates and verifies a task-level placement plan. Using visual prompts with overlaid grids, we enable the VLM to recognize absolute coordinates. Concurrently, we introduce verification based on geometric calculations and an autonomous self-correction loop for the inferred coordinates to ensure placement reliability. Experimental results confirmed that our system enables the VLM to accurately extract classification and alignment rules from human actions, realizing both the precise placement of new objects at specific locations and systematic arrangement operations.",,,,"Ibaraki, Osaka, Japan",15-18 July 2026,,,397,402,979-8-3195-4208-3,,LOCKED,0,0,2,https://ieeexplore.ieee.org/document/11626720/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11626720,https://ieeexplore.ieee.org/document/11626720/
11626759,10.1109/UR69537.2026.11626759,Natural Language-Based Retrieval of Previously Observed Objects Using LLMs,Shunya Ishida; Yasuyuki Fujii; Nobutaka Shimada,2026,15-18 July 2026,2026 23rd International Conference on Ubiquitous Robots (UR),Conferences,IEEE,"In dynamically changing real-world environments, accurately remembering past situations solely through human cognition is extremely difficult. Particularly in shared spaces, unexpected changes in object placement caused by others make it impossible to fully grasp when and where the environment changed. This difficulty in perceiving spatiotemporal changes frequently causes us to search for lost items in our daily lives. Compounded by social issues like age-related memory decline, there is a growing need for systems that record environmental changes to supplement human memory, enabling intuitive object searches using everyday natural language. However, most existing methods target only objects currently in view or a single static image, making it difficult to identify and retrieve past objects no longer in the scene. To address this, we propose a system integrating an object tracking model with an LLM to enable natural language searches for previously observed objects. Specifically, YOLO and SAM2 detect and track objects in real-time dynamic scenes, continuously accumulating their visual features into a database. During retrieval, an LLM extracts object information and spatiotemporal constraints from the user’s query. Candidates are narrowed down via CLIP-based similarity search, and a VLM performs semantic verification to identify and present the intended object. Experiments confirmed the system successfully retrieves past objects no longer in view, even for queries containing ambiguous temporal expressions like ""just now"" or spatial constraints like ""on the desk.""",,,,"Ibaraki, Osaka, Japan",15-18 July 2026,,,177,182,979-8-3195-4208-3,,LOCKED,0,0,3,https://ieeexplore.ieee.org/document/11626759/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11626759,https://ieeexplore.ieee.org/document/11626759/
11626760,10.1109/UR69537.2026.11626760,SPaRL: Spatially-aware Reinforcement Learning with Language,Jeyoung Lee; Jaewon Lee; Jangwon Oh; Minseong Park; Euntai Kim,2026,15-18 July 2026,2026 23rd International Conference on Ubiquitous Robots (UR),Conferences,IEEE,"Large Language Models (LLMs) have demonstrated strong generalization and reasoning capabilities across a wide range of domains, including embodied decision making and robotics. Despite this progress, existing reinforcement-based embodied agents often struggle with novel tasks requiring complex spatial reasoning and multi-object manipulation when relying solely on the robot’s egocentric view. In this paper, we propose SPaRL (Spatially-aware Reinforcement Learning with Language), a novel framework that explicitly integrates a structured 3D scene graph into an LLM-based reinforcement learning policy. By representing objects and their spatial relationships in a compact, semantically meaningful graph and conditioning it on task instructions, SPaRL provides the policy with explicit relational context beyond raw visual inputs. The scene graph is dynamically pruned to retain instruction-relevant objects and relations, serialized into natural language, and jointly processed with visual observations and task descriptions by a frozen LLM backbone. We evaluate SPaRL on language-conditioned rearrangement tasks in Habitat. Results show that incorporating an instruction-conditioned scene graph consistently improves performance over a vision-only LLM policy. Across curriculum training, SPaRL achieved improved performance on the Language Rearrangement benchmark. These results suggest that explicit spatial representations provide useful inductive bias for object reasoning, particularly as task difficulty increases.",,,,"Ibaraki, Osaka, Japan",15-18 July 2026,,,347,354,979-8-3195-4208-3,,LOCKED,0,0,3,https://ieeexplore.ieee.org/document/11626760/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11626760,https://ieeexplore.ieee.org/document/11626760/
11626784,10.1109/UR69537.2026.11626784,VCA: Vision-Click-Action Framework for Precise Manipulation of Segmented Objects in Target Ambiguous Environments,Donggeon Kim; Seungwon Jang; Hyeonjun Park; Daegyu Lim,2026,15-18 July 2026,2026 23rd International Conference on Ubiquitous Robots (UR),Conferences,IEEE,"The reliance on language in Vision-Language-Action (VLA) models introduces ambiguity, cognitive overhead, and difficulties in precise object identification and sequential task execution, particularly in environments with multiple visually similar objects. To address these limitations, we propose Vision-Click-Action (VCA), a framework that replaces verbose textual commands with direct, click-based visual interaction using pretrained segmentation models. By allowing operators to specify target objects clearly through visual selection in the robot’s 2D camera view, VCA reduces interpretation errors, lowers cognitive load, and provides a practical and scalable alternative to language-driven interfaces for real-world robotic manipulation. Experimental results validate that the proposed VCA framework achieves effective instance-level manipulation of specified target objects. Experiment videos are available at https://robrosinc.github.io/vca/.",,,,"Ibaraki, Osaka, Japan",15-18 July 2026,,,8,14,979-8-3195-4208-3,,LOCKED,0,0,3,https://ieeexplore.ieee.org/document/11626784/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11626784,https://ieeexplore.ieee.org/document/11626784/
11626824,10.1109/UR69537.2026.11626824,Physical Reasoning VLA Models for Enhancing Robotic Manipulation,Kangmin Kim; Geonhyup Lee; Sangbeom Lee; Kyoobin Lee,2026,15-18 July 2026,2026 23rd International Conference on Ubiquitous Robots (UR),Conferences,IEEE,"Vision-Language-Action (VLA) models have demonstrated strong performance in robot manipulation by leveraging pre-trained vision-language models to map observations directly to actions. However, existing approaches reason primarily at the visual or semantic level, lacking explicit understanding of the physical interactions that fundamentally govern manipulation tasks. In this paper, we propose Physics Reasoning VLA, a method that enables VLA models to explicitly reason about physical interactions prior to acting, grounded in two fundamental quantities: contact points, which specify where the target object interacts with the robot or surrounding environment, and contact forces, which describe the magnitude and direction of force applied at those locations. Rather than directly mapping observations to actions, our model first predicts contact points and forces at the pixel level via learnable physics queries, then incorporates the resulting physics-aware features alongside visual and language inputs to generate actions. To prevent physics reasoning from disrupting pre-trained visual and linguistic representations, we further introduce a hybrid attention mechanism that applies full attention over image, language, and proprioceptive tokens, while applying causal attention over physics query and action tokens. We evaluate our method on the RoboCasa simulation benchmark, demonstrating that physics reasoning consistently improves performance over the vanilla π0 baseline, with an average success rate improvement from 36.2% to 43.6%.",,,,"Ibaraki, Osaka, Japan",15-18 July 2026,,,363,368,979-8-3195-4208-3,,LOCKED,0,0,1,https://ieeexplore.ieee.org/document/11626824/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11626824,https://ieeexplore.ieee.org/document/11626824/
11627683,10.1109/TPAMI.2026.3717912,EgoLoc: A Generalizable Solution for Temporal Interaction Localization in Egocentric Videos,Junyi Ma; Erhang Zhang; Yin-Dong Zheng; Yuchen Xie; Yixuan Zhou; Hesheng Wang,2026,,IEEE Transactions on Pattern Analysis and Machine Intelligence,Early Access Articles,IEEE,"Analyzing hand-object interaction in egocentric vision facilitates VR/AR applications and human-robot policy transfer. Existing research has mostly focused on modeling the behavior paradigm of interactive actions (i.e., “how to interact”). However, the more challenging and fine-grained problem of capturing the critical moments of contact and separation between the hand and the target object (i.e., “when to interact”) is still underexplored, which is crucial for immersive interactive experiences in mixed reality and robotic motion planning. Therefore, we formulate this problem as temporal interaction localization (TIL). Some recent works extract semantic masks as TIL references, but suffer from inaccurate object grounding and cluttered scenarios. Although current temporal action localization (TAL) methods perform well in detecting verb-noun action segments, they rely on category annotations during training and exhibit limited precision in localizing hand-object contact/separation moments. To address these issues, we propose a novel zero-shot approach dubbed EgoLoc to localize hand-object contact and separation timestamps in egocentric videos. EgoLoc introduces hand-dynamics-guided sampling to generate high-quality visual prompts. It exploits the vision-language model to identify contact/separation attributes, localize specific timestamps, and provide closed-loop feedback for further refinement. EgoLoc eliminates the need for object masks and verb-noun taxonomies, leading to generalizable zero-shot implementation. Comprehensive experiments on the public dataset and our novel benchmarks demonstrate that EgoLoc achieves plausible TIL for egocentric videos. It is also validated to effectively facilitate multiple downstream applications in egocentric vision and robotic manipulation tasks. Code and relevant data are released at https://github.com/IRMVLab/EgoLoc.",Temporal Interaction Localization; Egocentric Vision; Vision-Language Models,Contacts; Hands; Location awareness; Modeling; Videos; Visualization; Robots; Poles and zeros; Cognition; Cognitive systems,Temporal Localization; Temporal Position; Egocentric Videos; Interactive; Benchmark; Semantic; Target Object; Downstream Applications; Robot Manipulator; Robotic Tasks; Policy Transfer; Mixed Reality; Closed-loop Feedback; Closed Feedback Loop; Moment Of Contact; Visual Cues; Cubic Spline; Spline Function; Intersection Over Union; Jaccard Distance; Jaccard Similarity; Jaccard Index; Bounding Box; Video Clips; Rapid Activation; Depth Images; Localizer; Results Of The First Round; Hand Motion; Image Grid; Hand Velocity; Robotic Applications; Artificial Intelligence Training; Action Recognition; Change In Distance; Adaptive Sampling,,,PP,99,1,18,,1939-3539,LOCKED,0,0,8,https://ieeexplore.ieee.org/document/11627683/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11627683,https://ieeexplore.ieee.org/document/11627683/
11632947,10.1109/ICECET65726.2026.11632947,Design and Integration of a Multi-Modal Educational Robot Framework with Vision–Language-Based Emotional Feedback,Anastasiya Rybakova; JongSuk Choi,2026,6-9 July 2026,"2026 6th International Conference on Electrical, Computer and Energy Technologies (ICECET)",Conferences,IEEE,"Socially interactive educational robots increasingly require the integration of perception, reasoning, and physical interaction capabilities to operate effectively in real-world learning environments. However, the system-level design and coordination of such multi-modal components remain underexplored, particularly when incorporating vision-language models for emotionally responsive interaction. This paper presents the design and integration of a multi-modal educational robot framework that combines vision-language-based emotional empathy, robot-assisted physical interaction, and a tablet-based educational application within a unified architecture. The proposed framework integrates visual perception and high-level emotional reasoning through a vision-language model, which informs interaction cues for coordinated robot arm actions and educational content delivery. A low-degree-of-freedom robotic manipulator is employed to support embodied interaction tasks such as object manipulation and drawing, while a tablet-based application manages instructional flow and user engagement. The system architecture and interaction pipeline are described in detail, emphasizing module coordination and data flow across heterogeneous components. Deployment experiences demonstrate the feasibility of synchronized operation across perception, reasoning, and actuation modules in an educational context. The proposed framework highlights practical design considerations and integration challenges relevant to the development of multimodal robotic systems for interactive applications.",Multi-modal robotic systems; Vision-language integration; Robot-assisted interaction; Educational platforms,Modeling; Robots; Visualization; Visual systems; Cognition; Cognitive systems; Modules (abstract algebra); Design methodology; Printing; Speech,Pedagogical Framework; Teaching Framework; Educational Framework; Educational Robotics; Framework For Robots; Multimodal Robot; Synchronization; Emotional Responses; Emotional Reactions; Physical Interaction; Educational Content; Instructional Content; Pedagogical Content; Teaching Content; System Architecture; Robotic System; Design Considerations; Robotic Arm; User Engagement; Customer Engagement; Robot Manipulator; Content Delivery; Affective Empathy; Emotional Empathy; Multimodal System; Heterogeneous Components; Heterogeneity Of Components; Emotional Reasons; Emotional Thoughts; Emotional Thinking; Unified Architecture; Semantic Interpretation; Multimodal Interaction; Multimodal Interface; Social Robots; Deployment Of Systems; Auditory Cues; Speech Output; Interpretation Of Emotions; Interaction Strategies; Interaction Scheme; Interactive System; Robot Behavior,"Rome, Italy",6-9 July 2026,,,1,6,979-8-3195-0599-6,,LOCKED,0,0,0,https://ieeexplore.ieee.org/document/11632947/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11632947,https://ieeexplore.ieee.org/document/11632947/
11633346,10.1109/ICCIR70228.2026.11633346,Multi-Agent LLM Reasoning for Robotic Block Placement,Chengbao Jin; Chun Liu,2026,26-28 June 2026,2026 6th International Conference on Control and Intelligent Robotics (ICCIR),Conferences,IEEE,"This paper addresses the multi-target block placement task in open workspace under region-semantic constraints and proposes an autonomous block placement system based on multi-agent large language model reasoning. Unlike endto-end Vision-Language-Action methods that directly generate continuous control from images, the proposed approach reduces dependence on large-scale robot demonstration data. To support target block search, target selection, grasping, transportation, placement, and no-grasp zone filtering, a multi-agent reasoning framework with physical-constraint verification and state gating is designed. Experimental results show that the proposed method can accomplish block placement tasks in randomly scattered scenarios and outperforms conventional baselines in terms of success rate, repeated grasping, and task efficiency. The results indicate that large language models, when used as high-level action reasoners and combined with a cloud-edge collaborative deployment architecture, are well suited for open-world robotic autonomous manipulation tasks.",multi-agent; large language model; ROS 2; block placement; cloud-edge collaboration,Modeling; Grasping; Equations; Cognition; Cognitive systems; Timing; Tagging; Current; Large language models; Robots,Target Selection; Language Model; Robot Manipulator; Target Block; Task Completion; Global Status; State Of The World; Global Conditions; Global State; State Machine; Finite-state; Finite State Machine; Feasible Set; Feasible Region; Hemiparetic; Abnormal Position; Abnormal Localization; Abnormal Posture; Decortication; Visual Modality; Robotic Arm; Target State; Target Validation; Valid Target; Targeted Screening; Robot Control; End-effector; Status Updates; State Update; Normal Light; Yellow Block; Precise Placement; Precise Arrangement; Target Place; Target Arrangement; Semantic Constraints; Blue Block; Suction Cup; Baseline Methods; Candidate Target,"Tianjin, China",26-28 June 2026,,,310,316,979-8-3315-8349-1,,LOCKED,0,0,0,https://ieeexplore.ieee.org/document/11633346/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11633346,https://ieeexplore.ieee.org/document/11633346/
